+--------+-----------+------------+----------------+--------------------------------------------------------+------------------------------------------------------------------+-----------------------------------+-----------+-----------------------------------+-----------+--------------+---------------------+---------------------+
| League | Year      | GameDate   | GameID         | BoxScoreURL                                            | PlayByPlayURL                                                    | HomeNameFull                      | HomeName3 | AwayNameFull                      | AwayName3 | HaveBoxScore | HavePlayByPlay      | AnalyzedPlayByPlay  |
| NBA    | 2005-2006 | 2005-11-02 | 20051102LALDEN | http://www.nba.com/games/20051102/LALDEN/boxscore.html | http://scores.nba.com/games/20051102/LALDEN/PlayByPlayPrint.html | Denver Nuggets                    | DEN       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-06 19:08:59 | 2006-03-05 11:22:47 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102MIAMEM | http://www.nba.com/games/20051102/MIAMEM/boxscore.html | http://scores.nba.com/games/20051102/MIAMEM/PlayByPlayPrint.html | Memphis Grizzlies                 | MEM       | Miami Heat                        | MIA       | NULL         | 2006-02-06 19:09:24 | 2006-03-05 11:23:56 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102MILNJN | http://www.nba.com/games/20051102/MILNJN/boxscore.html | http://scores.nba.com/games/20051102/MILNJN/PlayByPlayPrint.html | New Jersey Nets                   | NJN       | Milwaukee Bucks                   | MIL       | NULL         | 2006-02-06 19:10:11 | 2006-03-05 11:25:17 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102NYKBOS | http://www.nba.com/games/20051102/NYKBOS/boxscore.html | http://scores.nba.com/games/20051102/NYKBOS/PlayByPlayPrint.html | Boston Celtics                    | BOS       | New York Knicks                   | NYK       | NULL         | 2006-02-06 19:10:36 | 2006-03-05 11:26:47 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102NOKCLE | http://www.nba.com/games/20051102/NOKCLE/boxscore.html | http://scores.nba.com/games/20051102/NOKCLE/PlayByPlayPrint.html | Cleveland Cavaliers               | CLE       | New Orleans/Oklahoma City Hornets | NOK       | NULL         | 2006-02-06 19:11:02 | 2006-03-05 11:27:53 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102PHIDET | http://www.nba.com/games/20051102/PHIDET/boxscore.html | http://scores.nba.com/games/20051102/PHIDET/PlayByPlayPrint.html | Detroit Pistons                   | DET       | Philadelphia 76ers                | PHL       | NULL         | 2006-02-06 19:11:26 | 2006-03-05 11:28:52 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102PORMIN | http://www.nba.com/games/20051102/PORMIN/boxscore.html | http://scores.nba.com/games/20051102/PORMIN/PlayByPlayPrint.html | Minnesota Timberwolves            | MIN       | Portland Trailblazers             | POR       | NULL         | 2006-02-06 19:11:55 | 2006-03-05 11:29:55 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102SACHOU | http://www.nba.com/games/20051102/SACHOU/boxscore.html | http://scores.nba.com/games/20051102/SACHOU/PlayByPlayPrint.html | Houston Rockets                   | HOU       | Sacramento Kings                  | SAC       | NULL         | 2006-02-06 19:12:22 | 2006-03-05 11:31:03 |
| NBA    | 2005-2006 | 2005-11-02 | 20051102WASTOR | http://www.nba.com/games/20051102/WASTOR/boxscore.html | http://scores.nba.com/games/20051102/WASTOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | Washington Wizards                | WAS       | NULL         | 2006-02-06 19:12:48 | 2006-03-05 11:32:08 |
| NBA    | 2005-2006 | 2005-11-03 | 20051103INDMIA | http://www.nba.com/games/20051103/INDMIA/boxscore.html | http://scores.nba.com/games/20051103/INDMIA/PlayByPlayPrint.html | Miami Heat                        | MIA       | Indianapolis Pacers               | IND       | NULL         | 2006-02-08 00:01:53 | 2006-03-04 21:22:05 |
| NBA    | 2005-2006 | 2005-11-03 | 20051103PHXLAL | http://www.nba.com/games/20051103/PHXLAL/boxscore.html | http://scores.nba.com/games/20051103/PHXLAL/PlayByPlayPrint.html | Los Angeles Lakers                | LAL       | Phoenix Suns                      | PHX       | NULL         | 2006-02-08 00:02:30 | 2006-03-04 21:23:13 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104ATLLAC | http://www.nba.com/games/20051104/ATLLAC/boxscore.html | http://scores.nba.com/games/20051104/ATLLAC/PlayByPlayPrint.html | Los Angeles Clippers              | LAC       | Atlanta Hawks                     | ATL       | NULL         | 2006-02-08 00:21:45 | 2006-03-04 21:24:20 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104CHAPHI | http://www.nba.com/games/20051104/CHAPHI/boxscore.html | http://scores.nba.com/games/20051104/CHAPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Charlotte Bobcats                 | CHA       | NULL         | 2006-02-08 00:22:44 | 2006-03-04 21:25:45 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104CLESAS | http://www.nba.com/games/20051104/CLESAS/boxscore.html | http://scores.nba.com/games/20051104/CLESAS/PlayByPlayPrint.html | San Antonio Spurs                 | SAN       | Cleveland Cavaliers               | CLE       | NULL         | 2006-02-08 00:23:31 | 2006-03-04 21:27:06 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104DETBOS | http://www.nba.com/games/20051104/DETBOS/boxscore.html | http://scores.nba.com/games/20051104/DETBOS/PlayByPlayPrint.html | Boston Celtics                    | BOS       | Detroit Pistons                   | DET       | NULL         | 2006-02-08 00:24:11 | 2006-03-04 21:28:27 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104MEMORL | http://www.nba.com/games/20051104/MEMORL/boxscore.html | http://scores.nba.com/games/20051104/MEMORL/PlayByPlayPrint.html | Orlando Magic                     | ORL       | Memphis Grizzlies                 | MEM       | NULL         | 2006-02-08 00:24:29 | 2006-03-04 21:29:26 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104MINSEA | http://www.nba.com/games/20051104/MINSEA/boxscore.html | http://scores.nba.com/games/20051104/MINSEA/PlayByPlayPrint.html | Seattle Supersonics               | SEA       | Minnesota Timberwolves            | MIN       | NULL         | 2006-02-08 00:24:51 | 2006-03-04 21:30:34 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104NJNTOR | http://www.nba.com/games/20051104/NJNTOR/boxscore.html | http://scores.nba.com/games/20051104/NJNTOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | New Jersey Nets                   | NJN       | NULL         | 2006-02-08 00:25:13 | 2006-03-04 21:31:45 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104PORDEN | http://www.nba.com/games/20051104/PORDEN/boxscore.html | http://scores.nba.com/games/20051104/PORDEN/PlayByPlayPrint.html | Denver Nuggets                    | DEN       | Portland Trailblazers             | POR       | NULL         | 2006-02-08 00:25:37 | 2006-03-04 21:32:55 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104UTAGSW | http://www.nba.com/games/20051104/UTAGSW/boxscore.html | http://scores.nba.com/games/20051104/UTAGSW/PlayByPlayPrint.html | Golden State Warriors             | GOS       | Utah Jazz                         | UTH       | NULL         | 2006-02-08 00:26:00 | 2006-03-04 21:34:01 |
| NBA    | 2005-2006 | 2005-11-04 | 20051104WASNYK | http://www.nba.com/games/20051104/WASNYK/boxscore.html | http://scores.nba.com/games/20051104/WASNYK/PlayByPlayPrint.html | New York Knicks                   | NYK       | Washington Wizards                | WAS       | NULL         | 2006-02-08 00:26:23 | 2006-03-04 21:35:14 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105ATLPOR | http://www.nba.com/games/20051105/ATLPOR/boxscore.html | http://scores.nba.com/games/20051105/ATLPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | Atlanta Hawks                     | ATL       | NULL         | 2006-02-08 06:21:56 | 2006-03-04 21:36:57 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105BOSCHA | http://www.nba.com/games/20051105/BOSCHA/boxscore.html | http://scores.nba.com/games/20051105/BOSCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | Boston Celtics                    | BOS       | NULL         | 2006-02-08 06:22:25 | 2006-03-04 21:38:37 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105CHINJN | http://www.nba.com/games/20051105/CHINJN/boxscore.html | http://scores.nba.com/games/20051105/CHINJN/PlayByPlayPrint.html | New Jersey Nets                   | NJN       | Chicago Bulls                     | CHI       | NULL         | 2006-02-08 06:22:54 | 2006-03-04 21:40:01 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105CLEMEM | http://www.nba.com/games/20051105/CLEMEM/boxscore.html | http://scores.nba.com/games/20051105/CLEMEM/PlayByPlayPrint.html | Memphis Grizzlies                 | MEM       | Cleveland Cavaliers               | CLE       | NULL         | 2006-02-08 06:23:17 | 2006-03-04 21:41:10 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105MIAMIL | http://www.nba.com/games/20051105/MIAMIL/boxscore.html | http://scores.nba.com/games/20051105/MIAMIL/PlayByPlayPrint.html | Milwaukee Bucks                   | MIL       | Miami Heat                        | MIA       | NULL         | 2006-02-08 06:23:39 | 2006-03-04 21:43:01 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105MINLAC | http://www.nba.com/games/20051105/MINLAC/boxscore.html | http://scores.nba.com/games/20051105/MINLAC/PlayByPlayPrint.html | Los Angeles Clippers              | LAC       | Minnesota Timberwolves            | MIN       | NULL         | 2006-02-08 06:24:02 | 2006-03-04 21:44:19 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105NOKHOU | http://www.nba.com/games/20051105/NOKHOU/boxscore.html | http://scores.nba.com/games/20051105/NOKHOU/PlayByPlayPrint.html | Houston Rockets                   | HOU       | New Orleans/Oklahoma City Hornets | NOK       | NULL         | 2006-02-08 06:24:27 | 2006-03-04 21:45:19 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105ORLWAS | http://www.nba.com/games/20051105/ORLWAS/boxscore.html | http://scores.nba.com/games/20051105/ORLWAS/PlayByPlayPrint.html | Washington Wizards                | WAS       | Orlando Magic                     | ORL       | NULL         | 2006-02-08 06:24:53 | 2006-03-04 21:46:19 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105PHIIND | http://www.nba.com/games/20051105/PHIIND/boxscore.html | http://scores.nba.com/games/20051105/PHIIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | Philadelphia 76ers                | PHL       | NULL         | 2006-02-08 06:25:16 | 2006-03-04 21:47:32 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105PHXUTA | http://www.nba.com/games/20051105/PHXUTA/boxscore.html | http://scores.nba.com/games/20051105/PHXUTA/PlayByPlayPrint.html | Utah Jazz                         | UTH       | Phoenix Suns                      | PHX       | NULL         | 2006-02-08 06:25:44 | 2006-03-04 21:48:30 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105SASDAL | http://www.nba.com/games/20051105/SASDAL/boxscore.html | http://scores.nba.com/games/20051105/SASDAL/PlayByPlayPrint.html | Dallas Maverics                   | DAL       | San Antonio Spurs                 | SAN       | NULL         | 2006-02-08 06:26:05 | 2006-03-04 21:49:56 |
| NBA    | 2005-2006 | 2005-11-05 | 20051105TORDET | http://www.nba.com/games/20051105/TORDET/boxscore.html | http://scores.nba.com/games/20051105/TORDET/PlayByPlayPrint.html | Detroit Pistons                   | DET       | Toronto Raptors                   | TOR       | NULL         | 2006-02-08 06:26:32 | 2006-03-04 21:50:58 |
| NBA    | 2005-2006 | 2005-11-06 | 20051106DENLAL | http://www.nba.com/games/20051106/DENLAL/boxscore.html | http://scores.nba.com/games/20051106/DENLAL/PlayByPlayPrint.html | Los Angeles Lakers                | LAL       | Denver Nuggets                    | DEN       | NULL         | 2006-02-08 06:29:41 | 2006-03-04 21:52:06 |
| NBA    | 2005-2006 | 2005-11-06 | 20051106GSWNYK | http://www.nba.com/games/20051106/GSWNYK/boxscore.html | http://scores.nba.com/games/20051106/GSWNYK/PlayByPlayPrint.html | New York Knicks                   | NYK       | Golden State Warriors             | GOS       | NULL         | 2006-02-08 06:30:05 | 2006-03-04 21:53:53 |
| NBA    | 2005-2006 | 2005-11-06 | 20051106SACPHX | http://www.nba.com/games/20051106/SACPHX/boxscore.html | http://scores.nba.com/games/20051106/SACPHX/PlayByPlayPrint.html | Phoenix Suns                      | PHX       | Sacramento Kings                  | SAC       | NULL         | 2006-02-08 06:30:28 | 2006-03-04 21:54:55 |
| NBA    | 2005-2006 | 2005-11-07 | 20051107CLETOR | http://www.nba.com/games/20051107/CLETOR/boxscore.html | http://scores.nba.com/games/20051107/CLETOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | Cleveland Cavaliers               | CLE       | NULL         | 2006-02-09 07:07:52 | 2006-03-04 21:55:53 |
| NBA    | 2005-2006 | 2005-11-07 | 20051107LACMIN | http://www.nba.com/games/20051107/LACMIN/boxscore.html | http://scores.nba.com/games/20051107/LACMIN/PlayByPlayPrint.html | Minnesota Timberwolves            | MIN       | Los Angeles Clippers              | LAC       | NULL         | 2006-02-09 07:08:36 | 2006-03-04 21:56:52 |
| NBA    | 2005-2006 | 2005-11-07 | 20051107NJNMIA | http://www.nba.com/games/20051107/NJNMIA/boxscore.html | http://scores.nba.com/games/20051107/NJNMIA/PlayByPlayPrint.html | Miami Heat                        | MIA       | New Jersey Nets                   | NJN       | NULL         | 2006-02-09 07:09:41 | 2006-03-04 21:58:05 |
| NBA    | 2005-2006 | 2005-11-07 | 20051107SASCHI | http://www.nba.com/games/20051107/SASCHI/boxscore.html | http://scores.nba.com/games/20051107/SASCHI/PlayByPlayPrint.html | Chicago Bulls                     | CHI       | San Antonio Spurs                 | SAN       | NULL         | 2006-02-09 23:48:52 | 2006-03-04 21:59:37 |
| NBA    | 2005-2006 | 2005-11-07 | 20051107UTACHA | http://www.nba.com/games/20051107/UTACHA/boxscore.html | http://scores.nba.com/games/20051107/UTACHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | Utah Jazz                         | UTH       | NULL         | 2006-02-09 07:10:54 | 2006-03-04 22:00:52 |
| NBA    | 2005-2006 | 2005-11-08 | 20051108DETSAC | http://www.nba.com/games/20051108/DETSAC/boxscore.html | http://scores.nba.com/games/20051108/DETSAC/PlayByPlayPrint.html | Sacramento Kings                  | SAC       | Detroit Pistons                   | DET       | NULL         | 2006-02-09 22:30:01 | 2006-03-04 22:01:38 |
| NBA    | 2005-2006 | 2005-11-08 | 20051108GSWMIL | http://www.nba.com/games/20051108/GSWMIL/boxscore.html | http://scores.nba.com/games/20051108/GSWMIL/PlayByPlayPrint.html | Milwaukee Bucks                   | MIL       | Golden State Warriors             | GOS       | NULL         | 2006-02-09 22:30:23 | 2006-03-04 22:03:00 |
| NBA    | 2005-2006 | 2005-11-08 | 20051108LALATL | http://www.nba.com/games/20051108/LALATL/boxscore.html | http://scores.nba.com/games/20051108/LALATL/PlayByPlayPrint.html | Atlanta Hawks                     | ATL       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-09 22:30:49 | 2006-03-04 22:04:21 |
| NBA    | 2005-2006 | 2005-11-08 | 20051108ORLHOU | http://www.nba.com/games/20051108/ORLHOU/boxscore.html | http://scores.nba.com/games/20051108/ORLHOU/PlayByPlayPrint.html | Houston Rockets                   | HOU       | Orlando Magic                     | ORL       | NULL         | 2006-02-09 22:31:09 | 2006-03-04 22:05:25 |
| NBA    | 2005-2006 | 2005-11-08 | 20051108SEAMEM | http://www.nba.com/games/20051108/SEAMEM/boxscore.html | http://scores.nba.com/games/20051108/SEAMEM/PlayByPlayPrint.html | Memphis Grizzlies                 | MEM       | Seattle Supersonics               | SEA       | NULL         | 2006-02-09 22:31:31 | 2006-03-05 21:59:01 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109DALPHI | http://www.nba.com/games/20051109/DALPHI/boxscore.html | http://scores.nba.com/games/20051109/DALPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Dallas Maverics                   | DAL       | NULL         | 2006-02-10 00:08:13 | 2006-03-04 22:08:13 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109GSWCHI | http://www.nba.com/games/20051109/GSWCHI/boxscore.html | http://scores.nba.com/games/20051109/GSWCHI/PlayByPlayPrint.html | Chicago Bulls                     | CHI       | Golden State Warriors             | GOS       | NULL         | 2006-02-10 00:08:36 | 2006-03-04 22:09:37 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109LACWAS | http://www.nba.com/games/20051109/LACWAS/boxscore.html | http://scores.nba.com/games/20051109/LACWAS/PlayByPlayPrint.html | Washington Wizards                | WAS       | Los Angeles Clippers              | LAC       | NULL         | 2006-02-10 00:08:58 | 2006-03-04 22:10:41 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109LALMIN | http://www.nba.com/games/20051109/LALMIN/boxscore.html | http://scores.nba.com/games/20051109/LALMIN/PlayByPlayPrint.html | Minnesota Timberwolves            | MIN       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-10 00:09:20 | 2006-03-04 22:11:51 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109MEMBOS | http://www.nba.com/games/20051109/MEMBOS/boxscore.html | http://scores.nba.com/games/20051109/MEMBOS/PlayByPlayPrint.html | Boston Celtics                    | BOS       | Memphis Grizzlies                 | MEM       | NULL         | 2006-02-10 00:09:40 | 2006-03-04 22:13:01 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109MIAIND | http://www.nba.com/games/20051109/MIAIND/boxscore.html | http://scores.nba.com/games/20051109/MIAIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | Miami Heat                        | MIA       | NULL         | 2006-02-10 00:10:02 | 2006-03-04 22:14:13 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109NYKPOR | http://www.nba.com/games/20051109/NYKPOR/boxscore.html | http://scores.nba.com/games/20051109/NYKPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | New York Knicks                   | NYK       | NULL         | 2006-02-10 00:10:32 | 2006-03-04 22:15:31 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109ORLNOK | http://www.nba.com/games/20051109/ORLNOK/boxscore.html | http://scores.nba.com/games/20051109/ORLNOK/PlayByPlayPrint.html | New Orleans/Oklahoma City Hornets | NOK       | Orlando Magic                     | ORL       | NULL         | 2006-02-10 00:10:55 | 2006-03-04 22:16:28 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109SACDEN | http://www.nba.com/games/20051109/SACDEN/boxscore.html | http://scores.nba.com/games/20051109/SACDEN/PlayByPlayPrint.html | Denver Nuggets                    | DEN       | Sacramento Kings                  | SAC       | NULL         | 2006-02-10 00:11:24 | 2006-03-04 22:17:34 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109SASCHA | http://www.nba.com/games/20051109/SASCHA/boxscore.html | http://scores.nba.com/games/20051109/SASCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | San Antonio Spurs                 | SAN       | NULL         | 2006-02-10 00:12:28 | 2006-03-04 22:18:58 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109SEACLE | http://www.nba.com/games/20051109/SEACLE/boxscore.html | http://scores.nba.com/games/20051109/SEACLE/PlayByPlayPrint.html | Cleveland Cavaliers               | CLE       | Seattle Supersonics               | SEA       | NULL         | 2006-02-10 00:12:50 | 2006-03-04 22:20:06 |
| NBA    | 2005-2006 | 2005-11-09 | 20051109UTANJN | http://www.nba.com/games/20051109/UTANJN/boxscore.html | http://scores.nba.com/games/20051109/UTANJN/PlayByPlayPrint.html | New Jersey Nets                   | NJN       | Utah Jazz                         | UTH       | NULL         | 2006-02-10 00:13:13 | 2006-03-04 22:21:06 |
| NBA    | 2005-2006 | 2005-11-10 | 20051110DETPHX | http://www.nba.com/games/20051110/DETPHX/boxscore.html | http://scores.nba.com/games/20051110/DETPHX/PlayByPlayPrint.html | Phoenix Suns                      | PHX       | Detroit Pistons                   | DET       | NULL         | 2006-02-10 00:24:07 | 2006-03-04 22:22:04 |
| NBA    | 2005-2006 | 2005-11-10 | 20051110HOUMIA | http://www.nba.com/games/20051110/HOUMIA/boxscore.html | http://scores.nba.com/games/20051110/HOUMIA/PlayByPlayPrint.html | Miami Heat                        | MIA       | Houston Rockets                   | HOU       | NULL         | 2006-02-10 00:25:01 | 2006-03-04 22:23:21 |
| NBA    | 2005-2006 | 2005-11-10 | 20051110LACATL | http://www.nba.com/games/20051110/LACATL/boxscore.html | http://scores.nba.com/games/20051110/LACATL/PlayByPlayPrint.html | Atlanta Hawks                     | ATL       | Los Angeles Clippers              | LAC       | NULL         | 2006-02-10 00:26:30 | 2006-03-04 22:24:40 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111DALCHA | http://www.nba.com/games/20051111/DALCHA/boxscore.html | http://scores.nba.com/games/20051111/DALCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | Dallas Maverics                   | DAL       | NULL         | 2006-02-10 06:21:41 | 2006-03-05 08:14:44 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111DENSAC | http://www.nba.com/games/20051111/DENSAC/boxscore.html | http://scores.nba.com/games/20051111/DENSAC/PlayByPlayPrint.html | Sacramento Kings                  | SAC       | Denver Nuggets                    | DEN       | NULL         | 2006-02-10 06:22:13 | 2006-03-05 08:16:07 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111DETPOR | http://www.nba.com/games/20051111/DETPOR/boxscore.html | http://scores.nba.com/games/20051111/DETPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | Detroit Pistons                   | DET       | NULL         | 2006-02-10 06:22:37 | 2006-03-05 08:17:12 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111LALPHI | http://www.nba.com/games/20051111/LALPHI/boxscore.html | http://scores.nba.com/games/20051111/LALPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-10 06:23:17 | 2006-03-05 08:17:59 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111MEMCLE | http://www.nba.com/games/20051111/MEMCLE/boxscore.html | http://scores.nba.com/games/20051111/MEMCLE/PlayByPlayPrint.html | Cleveland Cavaliers               | CLE       | Memphis Grizzlies                 | MEM       | NULL         | 2006-02-10 06:24:32 | 2006-03-05 08:19:17 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111NJNIND | http://www.nba.com/games/20051111/NJNIND/boxscore.html | http://scores.nba.com/games/20051111/NJNIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | New Jersey Nets                   | NJN       | NULL         | 2006-02-10 06:25:33 | 2006-03-05 08:20:29 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111NYKGSW | http://www.nba.com/games/20051111/NYKGSW/boxscore.html | http://scores.nba.com/games/20051111/NYKGSW/PlayByPlayPrint.html | Golden State Warriors             | GOS       | New York Knicks                   | NYK       | NULL         | 2006-02-10 06:26:20 | 2006-03-05 08:21:35 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111SASBOS | http://www.nba.com/games/20051111/SASBOS/boxscore.html | http://scores.nba.com/games/20051111/SASBOS/PlayByPlayPrint.html | Boston Celtics                    | BOS       | San Antonio Spurs                 | SAN       | NULL         | 2006-02-10 06:27:28 | 2006-03-05 08:22:35 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111SEAWAS | http://www.nba.com/games/20051111/SEAWAS/boxscore.html | http://scores.nba.com/games/20051111/SEAWAS/PlayByPlayPrint.html | Washington Wizards                | WAS       | Seattle Supersonics               | SEA       | NULL         | 2006-02-10 06:28:10 | 2006-03-05 08:23:51 |
| NBA    | 2005-2006 | 2005-11-11 | 20051111UTATOR | http://www.nba.com/games/20051111/UTATOR/boxscore.html | http://scores.nba.com/games/20051111/UTATOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | Utah Jazz                         | UTH       | NULL         | 2006-02-10 06:29:13 | 2006-03-05 08:24:46 |
| NBA    | 2005-2006 | 2005-11-12 | 20051112CHAMIA | http://www.nba.com/games/20051112/CHAMIA/boxscore.html | http://scores.nba.com/games/20051112/CHAMIA/PlayByPlayPrint.html | Miami Heat                        | MIA       | Charlotte Bobcats                 | CHA       | NULL         | 2006-02-10 06:35:03 | 2006-03-05 08:25:56 |
